"Title","EBacc entry by ethnicity and free school meals (FSM) "
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","7","49595","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","6","46438","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","10","213","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","x","73","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","x","330","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","18","2541","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","12","4240","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","8","1620","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","13","529","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","13","732","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","16","1359","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","20","9018","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","24","1042","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","16","4536","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","24","2461","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","25","979","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","16","6544","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","9","1689","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","19","4086","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","13","769","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","42","130","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","23","2024","NA","NA",""
