"Title","EBacc achievement by ethnicity and gender"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","All","All pupils","24","422763","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","All","All pupils","23","395316","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","All","All pupils","35","1774","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","All","All pupils","3","122","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","All","All pupils","1","1107","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","All","All pupils","28","24444","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","All","All pupils","27","22868","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All","All pupils","18","7160","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","All","All pupils","26","2687","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","All","All pupils","35","5089","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","All","All pupils","30","7932","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","All","All pupils","31","51218","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","All","All pupils","41","14046","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","All","All pupils","22","20434","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All","All pupils","29","8319","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All","All pupils","38","8419","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All","All pupils","23","27924","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All","All pupils","16","7216","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All","All pupils","26","17349","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All","All pupils","20","3359","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All","All pupils","52","2026","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All","All pupils","31","8119","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","All","All pupils","21","5771","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","All","All pupils","25","540689","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Boys","All pupils","19","215354","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","19","201407","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","29","883","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","x","67","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","x","534","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","24","12463","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Boys","All pupils","22","11535","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","13","3614","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","21","1354","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","30","2542","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","25","4025","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Boys","All pupils","25","26559","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","35","7321","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","17","10559","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","23","4239","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","30","4440","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Boys","All pupils","16","13911","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","10","3548","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","19","8669","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","14","1694","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Boys","All pupils","44","1033","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","26","4242","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","17","2972","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Boys","All pupils","20","275606","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Girls","All pupils","29","207409","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","29","193909","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","40","891","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","x","55","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","x","573","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","33","11981","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Girls","All pupils","32","11333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","22","3546","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","31","1333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","41","2547","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","35","3907","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Girls","All pupils","38","24659","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","49","6725","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","29","9875","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","36","4080","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","47","3979","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Girls","All pupils","30","14013","NA","NA",""
