"Title","Mathematics attainment for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated",""

"FSM","Ethnicity",""
"FSM","All","58"
"FSM","Asian","65"
"FSM","Bangladeshi","67"
"FSM","Indian","71"
"FSM","Pakistani","62"
"FSM","Asian other","68"
"FSM","Black","65"
"FSM","Black African","67"
"FSM","Black Caribbean","59"
"FSM","Black other","62"
"FSM","Chinese","81"
"FSM","Mixed","61"
"FSM","Mixed White/Asian","63"
"FSM","Mixed White/Black African","63"
"FSM","Mixed White/Black Caribbean","58"
"FSM","Mixed other","63"
"FSM","White","55"
"FSM","White British","55"
"FSM","White Irish","53"
"FSM","White Irish Traveller","33"
"FSM","White Gypsy/Roma","30"
"FSM","White other","61"
"FSM","Other","65"
"Non-FSM","All","75"
"Non-FSM","Asian","76"
"Non-FSM","Bangladeshi","75"
"Non-FSM","Indian","83"
"Non-FSM","Pakistani","70"
"Non-FSM","Asian other","79"
"Non-FSM","Black","74"
"Non-FSM","Black African","76"
"Non-FSM","Black Caribbean","69"
"Non-FSM","Black other","70"
"Non-FSM","Chinese","89"
"Non-FSM","Mixed","77"
"Non-FSM","Mixed White/Asian","81"
"Non-FSM","Mixed White/Black African","77"
"Non-FSM","Mixed White/Black Caribbean","71"
"Non-FSM","Mixed other","78"
"Non-FSM","White","75"
"Non-FSM","White British","76"
"Non-FSM","White Irish","79"
"Non-FSM","White Irish Traveller","33"
"Non-FSM","White Gypsy/Roma","29"
"Non-FSM","White other","72"
"Non-FSM","Other","72"
