"Title","Unemployment over time"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"2004","Unemployed","All","All","All","All","16+","1,378,994","28,979,126","10,603","5","0.4"
"2004","Unemployed","All","Asian - Indian","All","All","16+","39,754","575,522","218","7","5.3"
"2004","Unemployed","All","Asian - Other","All","All","16+","25,579","274,737","118","9","8.3"
"2004","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","49,051","366,687","254","13","6.6"
"2004","Unemployed","All","Black","All","All","16+","73,247","573,011","303","13","5.9"
"2004","Unemployed","All","Mixed","All","All","16+","23,956","192,531","134","12","8.8"
"2004","Unemployed","All","White - British","All","All","16+","1,054,446","25,301,403","8,875","4","0.7"
"2004","Unemployed","All","White - Other","All","All","16+","79,089","1,379,812","523","6","3.1"
"2004","Unemployed","All","Other","All","All","16+","31,718","289,600","165","11","7.5"
"2005","Unemployed","All","All","All","All","16+","1,442,722","29,359,881","10,459","5","0.4"
"2005","Unemployed","All","Asian - Indian","All","All","16+","41,553","593,399","211","7","5.4"
"2005","Unemployed","All","Asian - Other","All","All","16+","23,022","304,363","114","8","7.7"
"2005","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","50,766","379,604","249","13","6.7"
"2005","Unemployed","All","Black","All","All","16+","84,583","624,378","343","14","5.7"
"2005","Unemployed","All","Mixed","All","All","16+","22,221","192,851","128","12","8.7"
"2005","Unemployed","All","White - British","All","All","16+","1,095,609","25,389,304","8,703","4","0.7"
"2005","Unemployed","All","White - Other","All","All","16+","86,865","1,506,535","534","6","3.1"
"2005","Unemployed","All","Other","All","All","16+","36,422","345,600","165","11","7.4"
