"Title","Pensioner income"
"Location","UK"
"Time period","2008/09 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/pensioners-incomes-series-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-04"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure Type","Geography","Geography_type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving income from benefits (including state pension)","United Kingdom","ONS geography code","100%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving income from State Pension","United Kingdom","ONS geography code","97%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving income from Income-related benefits","United Kingdom","ONS geography code","26%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving income from Disability benefits","United Kingdom","ONS geography code","20%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving occupational pension income","United Kingdom","ONS geography code","62%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving personal pension income","United Kingdom","ONS geography code","18%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving investment income","United Kingdom","ONS geography code","64%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving income from earnings","United Kingdom","ONS geography code","17%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All ethnic groups","ONS 5+2","Receiving other income","United Kingdom","ONS geography code","46%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White - British","ONS 5+2","Receiving income from benefits (including state pension)","United Kingdom","ONS geography code","100%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White - British","ONS 5+2","Receiving income from State Pension","United Kingdom","ONS geography code","98%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White - British","ONS 5+2","Receiving income from Income-related benefits","United Kingdom","ONS geography code","25%","","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
