"Title","Mathematics attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","19/12/16"
"
"
Measure,Time,Time_type,Region,Local Authority,LA Code,Ethnicity,Ethnicity type,Gender,Gender_type,FSM,FSM_type,Value,Value_type,Denominators
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,All,All,All,All/Boys/Girls,All,All/FSM/Non-FSM,73,%,"641,593"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White,White/Asian/Black/Mixed/Chinese,All,All/Boys/Girls,All,All/FSM/Non-FSM,73,%,"477,297"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White - British,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,73,%,"428,456"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White - Irish,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,75,%,"1,725"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White - Traveller of Irish Heritage,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,33,%,604
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White - Gypsy/Roma,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,29,%,"2,417"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,White - Any other,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,71,%,"44,095"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Mixed,White/Asian/Black/Mixed/Chinese,All,All/Boys/Girls,All,All/FSM/Non-FSM,74,%,"37,891"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Mixed - White and Black Caribbean,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,67,%,"9,808"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Mixed - White and Black African,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,74,%,"5,503"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Mixed - White and Asian,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,79,%,"8,877"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Mixed - Any other,Ethnicities used by the National Pupil Database (19),All,All/Boys/Girls,All,All/FSM/Non-FSM,75,%,"13,703"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity, free school meal eligibility and gender",2015 - 2016,Academic year,England,All,E92000001,Asian,White/Asian/Black/Mixed/Chinese,All,All/Boys/Girls,All,All/FSM/Non-FSM,75,%,"68,312"
