"Title","Reading attainments for children aged 5 to 7 by ethnicity"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Ethnicity","Ethnicity type","Gender","Gender_type","FSM","FSM_type","Value","Value_type","Denominators","% higher standard"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","All","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","74","%","641,593","24"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","74","%","477,297","24"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White - British","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","75","%","428,456","24"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White - Irish","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","1,725","30"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White - Traveller of Irish Heritage","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","32","%","604","4"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White - Gypsy/Roma","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","26","%","2,417","3"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","White - Any other","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","67","%","44,095","19"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Mixed","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","76","%","37,891","26"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Mixed - White and Black Caribbean","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","71","%","9,808","20"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Mixed - White and Black African","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","5,503","25"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Mixed - White and Asian","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","81","%","8,877","32"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Mixed - Any other","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","13,703","27"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Asian","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","76","%","68,312","23"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Asian - Indian","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","83","%","18,435","31"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Asian - Pakistani","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","71","%","28,158","17"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Asian - Bangladeshi","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","75","%","10,383","22"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Asian - Any other","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","11,336","25"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Black","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","76","%","35,798","22"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Black - Caribbean","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","73","%","6,818","18"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Black - African","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","24,111","23"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Black - Any other","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","73","%","4,869","20"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Chinese","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","80","%","2,983","32"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Other","DFE","All","All/Boys/Girls","All","All/FSM/Non-FSM","68","%","11,771","18"
