"Title","Employment by ethnicity and age"
"Location","England, Wales and Scotland"
"Time period","2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"Jan16-Dec16","Employed","All","All","All","16-24","16-64","3,745,000","6,987,179","24,458","54","0.6"
"Jan16-Dec16","Employed","All","All","All","25-49","16-64","17,458,000","21,073,788","84,040","83","0.3"
"Jan16-Dec16","Employed","All","All","All","50-64","16-64","8,275,000","11,785,464","57,342","70","0.4"
"Jan16-Dec16","Employed","All","Asian - Indian","All","16-24","16-64","56,000","159,846","531","35","6.4"
"Jan16-Dec16","Employed","All","Asian - Indian","All","25-49","16-64","616,000","751,365","2,756","82","2.3"
"Jan16-Dec16","Employed","All","Asian - Indian","All","50-64","16-64","156,000","222,818","945","70","4.6"
"Jan16-Dec16","Employed","All","Asian - Other ","All","16-24","16-64","48,000","178,655","542","27","5.9"
"Jan16-Dec16","Employed","All","Asian - Other ","All","25-49","16-64","368,000","498,924","1,700","74","3.3"
"Jan16-Dec16","Employed","All","Asian - Other ","All","50-64","16-64","97,000","141,839","559","68","6.1"
"Jan16-Dec16","Employed","All","Asian - Pakistani/Bangladeshi","All","16-24","16-64","85,000","267,068","889","32","4.8"
"Jan16-Dec16","Employed","All","Asian - Pakistani/Bangladeshi","All","25-49","16-64","480,000","764,632","2,861","63","2.8"
"Jan16-Dec16","Employed","All","Asian - Pakistani/Bangladeshi","All","50-64","16-64","72,000","146,802","628","49","6.2"
"Jan16-Dec16","Employed","All","Black","All","16-24","16-64","107,000","281,605","796","38","5.3"
"Jan16-Dec16","Employed","All","Black","All","25-49","16-64","565,000","748,633","2,520","75","2.7"
"Jan16-Dec16","Employed","All","Black","All","50-64","16-64","220,000","301,591","1,084","73","4.2"
"Jan16-Dec16","Employed","All","Mixed","All","16-24","16-64","68,000","173,416","546","39","6.5"
"Jan16-Dec16","Employed","All","Mixed","All","25-49","16-64","218,000","275,103","901","79","4.2"
"Jan16-Dec16","Employed","All","Mixed","All","50-64","16-64","41,000","59,959","241","68","9.3"
"Jan16-Dec16","Employed","All","White - British","All","16-24","16-64","3,123,000","5,410,975","19,551","58","1.1"
"Jan16-Dec16","Employed","All","White - British","All","25-49","16-64","12,997,000","15,325,941","64,096","85","0.4"
"Jan16-Dec16","Employed","All","White - British","All","50-64","16-64","7,277,000","10,340,549","51,549","70","0.6"
"Jan16-Dec16","Employed","All","White - Other","All","16-24","16-64","213,000","377,016","1,163","56","4.5"
"Jan16-Dec16","Employed","All","White - Other","All","25-49","16-64","1,857,000","2,185,747","7,470","85","1.3"
"Jan16-Dec16","Employed","All","White - Other","All","50-64","16-64","323,000","432,143","1,787","75","3.2"
"Jan16-Dec16","Employed","All","Other","All","16-24","16-64","43,000","130,524","415","33","7.1"
"Jan16-Dec16","Employed","All","Other","All","25-49","16-64","342,000","506,480","1,671","68","3.5"
"Jan16-Dec16","Employed","All","Other","All","50-64","16-64","83,000","128,567","504","65","6.6"
