"Title","Reading attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-04"
"Measure","Time","Time_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","FSM","FSM_type","Value","Value_type","Denominators"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","All","All","All","All/Boys/Girls","All","All/FSM/Non-FSM","74","%","641,593"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","All","All/FSM/Non-FSM","74","%","477,297"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White - British","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","75","%","428,456"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White - Irish","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","1,725"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White - Traveller of Irish Heritage","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","32","%","604"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","26","%","2,417"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","White - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","67","%","44,095"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","All","All/FSM/Non-FSM","76","%","37,891"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","71","%","9,808"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","5,503"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","81","%","8,877"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","All","All/FSM/Non-FSM","77","%","13,703"
"% of pupils reaching the key stage 1 expected standard in reading by ethnicity, free school meal eligibility and gender","2015 - 2016","Year","England","All","E92000001","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","All","All/FSM/Non-FSM","76","%","68,312"
