"Title","Rates of adults using NHS-funded secondary mental health and learning disability services"
"Location","England"
"Time period","2014/15"
"Data source","Mental Health and Learning Disabilities Statistics"
"Data source link","http://content.digital.nhs.uk/mhldsreports"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"

"Ethnicity","Number per 100,000"
"All","3,617"
"Asian","3,295"
"Bangladeshi","4,550"
"Indian","2,520"
"Pakistani","3,924"
"Asian other","4,056"
"Black","4,799"
"Black African","3,178"
"Black Caribbean","4,796"
"Black other","11,379"
"Mixed","3,869"
"Mixed White/Asian","2,373"
"Mixed White/Black African","3,795"
"Mixed White/Black Caribbean","3,581"
"Mixed other","6,022"
"White","3,612"
"White British","3,634"
"White Irish","3,126"
"White other","5,037"
"Chinese and other","6,771"
"Chinese","1,544"
"Any other","16,118"
