"Title","Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/01/2017 (revised)"
"Measure","Year","Year_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","All","All","All","All/Boys/Girls","72","%","586,165"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","441,657"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White - British","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","72","%","406,142"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White - Irish","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","78","%","1,701"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White - Traveller of Irish Heritage","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","33","%","432"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","22","%","1,992"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","White - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","67","%","31,390"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","30,588"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","69","%","8,607"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","75","%","3,900"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","81","%","7,026"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","77","%","11,055"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","62,119"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian - Indian","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","85","%","15,794"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","73","%","26,155"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","81","%","10,195"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","82","%","9,975"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","34,425"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","67","%","7,505"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - African","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","78","%","22,468"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","72","%","4,452"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","87","%","2,173"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Other - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","72","%","10,324"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Unclassified","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","60","%","4,879"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","All","All","Boys","All/Boys/Girls","68","%","299,309"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","66","%","225,633"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - British","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","67","%","207,435"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Irish","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","73","%","864"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Traveller of Irish Heritage","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","26","%","229"
"% of pupils reaching the expected standard in grammar, punctuality and spelling by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","18","%","1,042"
