"Title","Writing attainments for children aged 5 to 7 by ethnicity and free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/1/17"

"FSM","Ethnicity",""
"FSM","All","50"
"FSM","Asian","59"
"FSM","Bangladeshi","64"
"FSM","Indian","65"
"FSM","Pakistani","56"
"FSM","Asian other","61"
"FSM","Black","62"
"FSM","Black African","64"
"FSM","Black Caribbean","57"
"FSM","Black other","59"
"FSM","Chinese","74"
"FSM","Mixed","56"
"FSM","Mixed White/Asian","56"
"FSM","Mixed White/Black African","58"
"FSM","Mixed White/Black Caribbean","53"
"FSM","Mixed other","57"
"FSM","White","46"
"FSM","White British","47"
"FSM","White Irish","44"
"FSM","White Irish Traveller","24"
"FSM","White Gypsy/Roma","22"
"FSM","White other","51"
"FSM","Other","57"
"Non-FSM","All","68"
"Non-FSM","Asian","71"
"Non-FSM","Bangladeshi","71"
"Non-FSM","Indian","78"
"Non-FSM","Pakistani","65"
"Non-FSM","Asian other","73"
"Non-FSM","Black","71"
"Non-FSM","Black African","73"
"Non-FSM","Black Caribbean","67"
"Non-FSM","Black other","69"
"Non-FSM","Chinese","77"
"Non-FSM","Mixed","71"
"Non-FSM","Mixed White/Asian","76"
"Non-FSM","Mixed White/Black African","72"
"Non-FSM","Mixed White/Black Caribbean","65"
"Non-FSM","Mixed other","72"
"Non-FSM","White","68"
"Non-FSM","White British","69"
"Non-FSM","White Irish","72"
"Non-FSM","White Irish Traveller","27"
"Non-FSM","White Gypsy/Roma","20"
"Non-FSM","White other","61"
"Non-FSM","Other","63"
