"Title","EBacc achievement by ethnicity and eligibility for free school meals (FSM) "
"Location","England"
"Time period","2015 /16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","7","49595"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","6","46438"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","10","213"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","!","73"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","!","330"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","18","2541"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","12","4240"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","8","1620"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","13","529"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","13","732"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","16","1359"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","20","9018"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","24","1042"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","16","4536"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","24","2461"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","25","979"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","16","6544"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","9","1689"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","19","4086"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","13","769"
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","42","130"
"Percentage achieving the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","23","2024"
"Percentage achieving the English Baccalaureate","2016","Academic year","Unclassified","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","9","977"
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","All pupils","Non-FSM pupils","10","72528"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","All pupils","FSM","26","373168"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","All pupils","FSM","26","348878"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","All pupils","FSM","38","1561"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","All pupils","FSM","!","49"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","All pupils","FSM","!","777"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","All pupils","FSM","30","21903"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","All pupils","FSM","30","18628"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","All pupils","FSM","21","5540"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","All pupils","FSM","29","2158"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","All pupils","FSM","39","4357"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","All pupils","FSM","33","6573"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","All pupils","FSM","34","42200"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","All pupils","FSM","43","13004"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","All pupils","FSM","24","15898"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","All pupils","FSM","32","5858"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","All pupils","FSM","40","7440"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","All pupils","FSM","25","21380"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","All pupils","FSM","18","5527"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","All pupils","FSM","29","13263"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","All pupils","FSM","22","2590"
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","All pupils","FSM","53","1896"
"Percentage achieving the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","All pupils","FSM","34","6095"
